season,race,driver,fp2_mean_lap,fp2_std_lap,fp2_best_lap,fp2_laps_count
2022,Saudi Arabian Grand Prix,ZHO,108.726875,18.494889170213437,91.615,24
2022,Singapore Grand Prix,ALB,119.85625,15.447778845193243,105.144,20
2022,Singapore Grand Prix,ALO,117.49283333333334,14.139756160015843,103.52,18
2022,Singapore Grand Prix,BOT,118.87676190476192,13.63651898361441,103.431,21
2022,Singapore Grand Prix,GAS,116.568,13.434798717190684,104.469,15
2022,Singapore Grand Prix,HAM,116.87888235294118,12.501591743065926,103.182,17
2022,Singapore Grand Prix,LAT,118.91199999999999,11.142692807396239,106.553,17
2022,Singapore Grand Prix,LEC,109.55683333333333,11.080895151866867,102.795,6
2022,Singapore Grand Prix,MAG,116.86800000000001,12.144614783927892,104.422,17
2022,Singapore Grand Prix,MSC,119.01752631578948,13.47732327680843,105.623,19
2022,Singapore Grand Prix,NOR,122.04190909090909,14.745694527247913,104.013,11
2022,Singapore Grand Prix,OCO,115.03800000000001,13.088754017603563,103.412,16
2022,Singapore Grand Prix,PER,115.6925,17.354602522097707,103.906,6
2022,Singapore Grand Prix,RIC,120.16428571428571,12.632707654391384,105.447,14
2022,Singapore Grand Prix,RUS,120.58045454545454,14.51477314005835,102.911,22
2022,Singapore Grand Prix,SAI,114.81713333333333,14.959168267877287,102.587,15
2022,Singapore Grand Prix,STR,113.86333333333333,10.879212042545484,103.982,15
2022,Singapore Grand Prix,TSU,121.71499999999999,17.404315970471234,105.211,6
2022,Singapore Grand Prix,VER,114.301,13.314655609515402,102.926,4
2022,Singapore Grand Prix,VET,119.31530000000001,12.749587737813746,104.249,20
2022,Singapore Grand Prix,ZHO,121.5794,14.495047377058064,104.524,20
2022,Spanish Grand Prix,ALB,98.458,14.183230695541933,82.319,28
2022,Spanish Grand Prix,ALO,95.0955,15.644782771780198,80.203,22
2022,Spanish Grand Prix,BOT,81.828,,81.828,1
2022,Spanish Grand Prix,GAS,97.94844,16.088918057366904,80.917,25
2022,Spanish Grand Prix,HAM,95.12109090909092,15.839965884730852,79.874,22
2022,Spanish Grand Prix,LAT,99.09754545454547,16.806764819212287,83.197,22
2022,Spanish Grand Prix,LEC,94.51696,14.59246066604258,79.67,25
2022,Spanish Grand Prix,MAG,96.99565,16.271356561293118,81.013,20
2022,Spanish Grand Prix,MSC,96.78468181818181,16.222826958116364,80.757,22
2022,Spanish Grand Prix,NOR,99.236,10.66441800256035,83.388,4
2022,Spanish Grand Prix,OCO,94.69265217391305,14.997511289327898,80.745,23
2022,Spanish Grand Prix,PER,99.30065384615385,20.192920123533014,80.632,26
2022,Spanish Grand Prix,RIC,95.33910526315789,15.088468436726169,81.385,19
2022,Spanish Grand Prix,RUS,97.46230434782608,16.217032105544252,79.787,23
2022,Spanish Grand Prix,SAI,96.32382142857143,17.558180277882872,79.99,28
2022,Spanish Grand Prix,STR,96.65903448275863,16.26234430140193,81.249,29
2022,Spanish Grand Prix,TSU,96.91403846153845,14.532555534332616,81.285,26
2022,Spanish Grand Prix,VER,93.79058333333334,16.977623165230746,80.006,24
2022,Spanish Grand Prix,VET,94.02717857142856,13.579924870390476,80.703,28
2022,Spanish Grand Prix,ZHO,99.97185185185184,19.052237780343457,81.866,27
2022,São Paulo Grand Prix,ALO,82.608,13.418566456965516,75.049,26
2022,São Paulo Grand Prix,BOT,83.21287096774194,13.26606867850441,76.047,31
2022,São Paulo Grand Prix,GAS,82.44489999999999,12.326434510768955,75.636,30
2022,São Paulo Grand Prix,HAM,79.2435,12.823284015737768,75.137,30
2022,São Paulo Grand Prix,LAT,84.43409677419355,12.727352181698649,76.181,31
2022,São Paulo Grand Prix,LEC,80.67708823529412,12.205395660706902,75.868,34
2022,São Paulo Grand Prix,MAG,82.31049999999999,15.485632765336295,75.815,36
2022,São Paulo Grand Prix,MSC,80.22692105263158,6.739197880659087,75.684,38
2022,São Paulo Grand Prix,NOR,82.40134782608696,13.356502728867497,75.851,23
2022,São Paulo Grand Prix,OCO,80.2558,11.053848534183315,74.604,25
2022,São Paulo Grand Prix,PER,79.66955882352941,9.200515964422127,74.788,34
2022,São Paulo Grand Prix,RIC,80.29956,8.196830302419755,75.994,25
2022,São Paulo Grand Prix,RUS,80.39235714285714,10.927393522750894,74.916,28
2022,São Paulo Grand Prix,SAI,82.80382857142857,14.29767172425125,75.856,35
2022,São Paulo Grand Prix,SAR,79.07126923076923,2.82590832912453,76.48,26
2022,São Paulo Grand Prix,STR,82.91558536585366,12.769055192095479,76.263,41
2022,São Paulo Grand Prix,TSU,81.40633333333334,11.117460514832095,75.865,30
2022,São Paulo Grand Prix,VER,80.28660714285715,10.755002416926517,75.098,28
2022,São Paulo Grand Prix,VET,81.64642857142857,10.521219995898315,76.4,42
2022,São Paulo Grand Prix,ZHO,81.53085294117648,12.553220649486255,76.468,34
2022,United States Grand Prix,ALB,104.89868181818183,2.823127046824287,101.853,22
2022,United States Grand Prix,ALO,104.99050000000001,2.6915905326104292,101.334,22
2022,United States Grand Prix,BOT,106.37677419354839,11.296171551192844,97.525,31
2022,United States Grand Prix,GAS,103.644,2.80697707253093,99.84,22
2022,United States Grand Prix,HAM,103.26622727272728,2.8717936311951684,99.698,22
2022,United States Grand Prix,LAT,109.00845454545455,9.157200080120523,102.317,22
2022,United States Grand Prix,LEC,104.40996774193547,10.836508916571093,96.81,31
2022,United States Grand Prix,MAG,106.17594999999999,6.786024349429691,100.084,20
2022,United States Grand Prix,MSC,105.24981818181818,5.321322147167876,99.507,22
2022,United States Grand Prix,NOR,104.14422727272726,3.6362833842605484,99.547,22
2022,United States Grand Prix,OCO,103.80168181818182,1.4840950870051197,101.31,22
2022,United States Grand Prix,PER,103.03586363636363,2.8676742409046496,99.852,22
2022,United States Grand Prix,RIC,106.10023529411764,11.680863360730225,97.627,34
2022,United States Grand Prix,RUS,104.56786363636364,5.127493245292432,100.562,22
2022,United States Grand Prix,SAI,101.95809090909091,1.6014375360338535,98.232,22
2022,United States Grand Prix,STR,103.66204545454546,2.4496285136686273,100.806,22
2022,United States Grand Prix,TSU,104.55354545454544,3.0559623957932067,100.178,22
2022,United States Grand Prix,VER,102.56163636363637,1.866337221237527,99.575,22
2022,United States Grand Prix,VET,104.99577272727274,2.5642443411511193,101.857,22
2022,United States Grand Prix,ZHO,104.51304545454546,3.173789900287798,100.664,22
